gene	tree	count
NR2C2	transcription factor|nuclear hormone receptor	3
MAPK9	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	3
MAPK8	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	12
PDE11A	hydrolase|phosphodiesterase	2
MAPK7	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
MUC2	extracellular matrix protein|extracellular matrix glycoprotein	1
ALDH1B1	oxidoreductase|dehydrogenase	1
MAPK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	14
MAPK3	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	5
NOS2	oxidoreductase|oxygenase	26
KDM4E	transcription factor|zinc finger transcription factor	1
NOS3	oxidoreductase|oxygenase	17
LIMK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	2
WEE1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	2
PDE10A	hydrolase|phosphodiesterase	6
RPS6KB1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	10
MT-ND6	oxidoreductase|dehydrogenase	1
MT-ND4L	oxidoreductase|dehydrogenase	1
MT-ND4	oxidoreductase|dehydrogenase	1
MT-ND5	oxidoreductase|dehydrogenase	1
EHMT2	nucleic acid binding|DNA binding protein	1
ARAF	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
EHMT1	nucleic acid binding|DNA binding protein	1
MT-ND2	oxidoreductase|dehydrogenase	1
MT-ND3	oxidoreductase|dehydrogenase	1
MT-ND1	oxidoreductase|dehydrogenase	5
MYLK	hydrolase|phosphatase|protein phosphatase	1
LIPF	hydrolase|lipase	1
IL4I1	transferase|methyltransferase|DNA methyltransferase	1
LIPE	hydrolase|esterase	2
NSDHL	lyase|dehydratase	1
CYP2D6	oxidoreductase|oxygenase	15
PSMD2	enzyme modulator	1
TRBC1	defense/immunity protein|immunoglobulin receptor superfamily	1
PSMD1	enzyme modulator	1
LRAT	transferase|acyltransferase	1
CSNK2A1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	5
CSNK2A2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
RNASE3	nucleic acid binding|nuclease|endoribonuclease	1
RNASE1	nucleic acid binding|nuclease|endoribonuclease	2
SLC5A6	transporter|carbohydrate transporter	2
AR	transcription factor|nuclear hormone receptor	43
SLC5A8	transporter|carbohydrate transporter	5
PRKAR1A	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
RBP3	enzyme modulator|G-protein modulator	1
RBP1	enzyme modulator|G-protein modulator	2
PADI3	hydrolase	1
PADI2	hydrolase	1
CYP2E1	oxidoreductase|oxygenase	3
PADI4	hydrolase	1
HPD	oxidoreductase|oxygenase	1
PADI1	hydrolase	1
IDO1	oxidoreductase|oxygenase	6
ABCB1	transporter|ATP-binding cassette (ABC) transporter	10
RETSAT	oxidoreductase|dehydrogenase	1
DHH	signaling molecule	1
PADI6	hydrolase	1
ABCB4	transporter|ATP-binding cassette (ABC) transporter	1
HPN	hydrolase|protease|serine protease	1
CLCNKB	transporter|ion channel|anion channel	1
FPR1	receptor|G-protein coupled receptor	6
CLCNKA	transporter|ion channel|anion channel	1
SLC5A1	transporter|carbohydrate transporter	6
SLC5A2	transporter|carbohydrate transporter	8
OAZ1	enzyme modulator	1
SLC5A3	transporter|carbohydrate transporter	1
OAZ2	enzyme modulator	1
OAZ3	enzyme modulator	1
HSD11B1	oxidoreductase|dehydrogenase	11
CYB5R1	oxidoreductase|reductase	1
HSD11B2	oxidoreductase|dehydrogenase	4
GRIN2A	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	35
CYB5R3	oxidoreductase|reductase	2
CYP2B6	oxidoreductase|oxygenase	10
PRKAR2B	enzyme modulator|kinase modulator	1
KCNMB1	transporter|ion channel|potassium channel|voltage-gated potassium channel	2
KCNMB2	transporter|ion channel|potassium channel|voltage-gated potassium channel	2
KCNMB3	transporter|ion channel|potassium channel|voltage-gated potassium channel	2
KCNMB4	transporter|ion channel|potassium channel|voltage-gated potassium channel	2
HAO1	oxidoreductase|dehydrogenase	1
HAO2	oxidoreductase|dehydrogenase	1
ABCA1	transporter|ATP-binding cassette (ABC) transporter	3
LYN	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	5
GPR17	receptor|G-protein coupled receptor	1
GLYATL2	transferase	1
GLYATL1	transferase	1
SRMS	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	1
GPR12	receptor|G-protein coupled receptor	1
NR0B1	transcription factor|nuclear hormone receptor	3
GRIN2C	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	26
LYZ	hydrolase|glycosidase	3
GRIN2B	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	39
GRIN2D	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	26
COL1A1	defense/immunity protein|antibacterial response protein	1
CS	transferase	3
CYP2C8	oxidoreductase|oxygenase	5
GRIN3B	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	11
UCK2	transferase|kinase|nucleotide kinase	1
GRIN3A	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	18
NOX4	oxidoreductase|oxidase	2
GPR18	receptor|G-protein coupled receptor	3
NOX1	oxidoreductase|oxidase	1
EZH2	nucleic acid binding|DNA binding protein	5
ARF1	enzyme modulator|G-protein|small GTPase	1
QPRT	transferase|pyrophosphorylase	1
GPRC6A	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	6
IKBKB	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	15
TUBA1C	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	5
TUBA1B	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	5
TUBA1A	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	8
ARG2	hydrolase	3
ELOVL4	transferase|acyltransferase	1
ARG1	hydrolase	2
GPR35	receptor|G-protein coupled receptor	4
RIPK2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	4
SIRT5	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	2
F2	hydrolase|protease|serine protease	7
PTGR1	oxidoreductase|dehydrogenase	1
PTGR2	oxidoreductase|dehydrogenase	1
SIRT1	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	7
SIRT2	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	2
SIRT3	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	1
F7	hydrolase|protease|serine protease	1
F9	hydrolase|protease|serine protease	1
GPRC5A	receptor|G-protein coupled receptor	1
BDH1	oxidoreductase|dehydrogenase	1
KCNMA1	transporter|ion channel|potassium channel|voltage-gated potassium channel	11
ADSSL1	ligase	1
SLC29A4	transporter	4
SLC29A1	transporter	5
DLD	oxidoreductase|oxidase	3
PTGS2	oxidoreductase|oxygenase	89
PTGS1	oxidoreductase|oxygenase	78
GLRA1	transporter|ion channel|ligand-gated ion channel|acetylcholine receptor	19
TUBA3E	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	3
GLRA2	transporter|ion channel|ligand-gated ion channel|acetylcholine receptor	10
TUBA3D	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	3
GLRA3	transporter|ion channel|ligand-gated ion channel|acetylcholine receptor	8
PSMB5	hydrolase|protease	2
TUBA3C	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	5
PSMB2	hydrolase|protease	2
BGLAP	calcium-binding protein	2
PSMB1	hydrolase|protease	3
DMD	cytoskeletal protein|actin family cytoskeletal protein|non-motor actin binding protein	1
HARS	ligase|aminoacyl-tRNA synthetase	1
P2RY12	receptor|G-protein coupled receptor	6
P2RY13	receptor|G-protein coupled receptor	3
P2RY10	receptor|G-protein coupled receptor	1
P2RY11	receptor|G-protein coupled receptor	4
MDH1	oxidoreductase|dehydrogenase	1
AADAT	transferase|transaminase	2
MDH2	oxidoreductase|dehydrogenase	1
STAT1	transcription factor	1
USP9X	hydrolase|protease|cysteine protease	1
GPR55	receptor|G-protein coupled receptor	6
STAT3	transcription factor	8
PSMB8	hydrolase|protease	2
PSMB9	hydrolase|protease	2
FABP2	transfer/carrier protein	3
FABP4	transfer/carrier protein	1
FABP6	transfer/carrier protein	2
MYLK2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
PECR	oxidoreductase|dehydrogenase	1
NCF1	oxidoreductase|oxidase	1
NCF2	oxidoreductase|oxidase	1
NCF4	enzyme modulator|G-protein modulator|guanyl-nucleotide exchange factor	1
RORC	transcription factor|nuclear hormone receptor	2
RORA	transcription factor|nuclear hormone receptor	1
RORB	transcription factor|nuclear hormone receptor	3
HNMT	transferase|methyltransferase	1
STK10	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
HPGDS	transferase	3
PIM1	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	11
PIM3	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	2
PIM2	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	2
S100A2	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	1
S100A1	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	1
PIPOX	oxidoreductase|oxidase	1
TUBA4A	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	8
S100A4	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	1
PFKFB3	hydrolase|phosphatase|carbohydrate phosphatase	1
GPR84	receptor|G-protein coupled receptor	1
CYP19A1	oxidoreductase|oxygenase	16
ACAT2	transferase|acetyltransferase	1
ACAT1	transferase|acetyltransferase	2
SLC9A1	transporter|cation transporter	2
SLCO1B1	transporter	8
PORCN	transferase|acetyltransferase	3
SLCO1B3	transporter	6
SLC38A3	transporter|amino acid transporter	1
SLC38A5	transporter|amino acid transporter	1
GOT1	transferase|aminotransferase	3
SRD5A2	oxidoreductase|dehydrogenase	3
SRD5A1	oxidoreductase|dehydrogenase	3
GOT2	transferase|aminotransferase	3
GPR97	receptor|G-protein coupled receptor	1
EEF2	nucleic acid binding|RNA binding protein|translation factor|translation initiation factor	1
NFKB1	transcription factor	6
NFKB2	transcription factor	3
PTPRE	hydrolase|phosphatase|protein phosphatase	1
GGCX	oxidoreductase	4
STK24	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
SLCO1A2	transporter	2
MDM2	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	8
NFE2L2	hydrolase|protease|serine protease	2
FLT1	transferase|kinase|protein kinase|receptor tyrosine protein kinase	23
HSP90AB1	chaperone|Hsp90 family chaperone	3
SLC25A2	nucleic acid binding|RNA binding protein|ribosomal protein	1
FLT3	transferase|kinase|protein kinase|receptor tyrosine protein kinase	25
COX4I1	oxidoreductase|oxidase	1
FLT4	transferase|kinase|protein kinase|receptor tyrosine protein kinase	21
TSSK1B	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
PIK3CD	transferase|kinase	24
PIK3CB	transferase|kinase	21
FOXM1	nucleic acid binding|DNA binding protein	1
PIK3CG	transferase|kinase	33
ME1	lyase|decarboxylase	1
ME3	lyase|decarboxylase	1
ME2	lyase|decarboxylase	2
DNM1L	enzyme modulator|G-protein|small GTPase	1
HSP90AA1	chaperone|Hsp90 family chaperone	17
SIGMAR1	transmembrane receptor regulatory/adaptor protein	19
NDUFC2	oxidoreductase	2
NDUFC1	oxidoreductase|dehydrogenase	1
SLCO1C1	transporter	2
SLC25A15	nucleic acid binding|RNA binding protein|ribosomal protein	1
CYP2A6	oxidoreductase|oxygenase	5
SLC25A18	nucleic acid binding|RNA binding protein|ribosomal protein	1
PIK3CA	transferase|kinase	30
BIRC5	enzyme modulator|protease inhibitor	1
PIK3C3	transferase|kinase	1
SLC25A10	nucleic acid binding|RNA binding protein|ribosomal protein	1
BIRC7	enzyme modulator|protease inhibitor	1
SLC25A12	nucleic acid binding|RNA binding protein|ribosomal protein	1
SLC25A5	nucleic acid binding|RNA binding protein|ribosomal protein	1
MET	transferase|kinase|protein kinase|receptor tyrosine protein kinase	22
SLC25A4	nucleic acid binding|RNA binding protein|ribosomal protein	2
BIRC2	enzyme modulator|protease inhibitor	3
BIRC3	enzyme modulator|protease inhibitor	1
SLC25A13	nucleic acid binding|RNA binding protein|ribosomal protein	1
SLC25A6	nucleic acid binding|RNA binding protein|ribosomal protein	1
SLC47A2	transporter	1
NDUFB9	oxidoreductase	1
NDUFB8	oxidoreductase|reductase	1
NDUFB7	oxidoreductase|dehydrogenase	1
SLC47A1	transporter	4
NDUFB6	oxidoreductase|reductase	1
NDUFB5	oxidoreductase	1
NDUFB4	oxidoreductase|reductase	1
NDUFB3	oxidoreductase|reductase	1
NDUFB2	oxidoreductase|reductase	1
NDUFB1	oxidoreductase|reductase	1
FURIN	hydrolase|protease|serine protease	1
LRP2	extracellular matrix protein|extracellular matrix glycoprotein	1
HSD17B10	oxidoreductase|dehydrogenase	1
CKMT2	transferase|kinase|amino acid kinase	1
GANAB	hydrolase|glucosidase	1
CCL8	signaling molecule|cytokine|chemokine	2
CCL7	signaling molecule|cytokine|chemokine	1
CCL2	signaling molecule|cytokine|chemokine	4
IARS2	ligase|aminoacyl-tRNA synthetase	1
FCGR1A	cell adhesion molecule	1
SH2B3	signaling molecule|membrane-bound signaling molecule	1
SLC25A22	nucleic acid binding|RNA binding protein|ribosomal protein	1
NDUFA9	oxidoreductase|dehydrogenase	1
SLC12A2	transporter|cation transporter	5
NDUFA8	oxidoreductase|dehydrogenase	1
PTPN1	hydrolase|phosphatase|protein phosphatase	11
SLC12A3	transporter|cation transporter	14
NDUFA7	oxidoreductase|dehydrogenase	1
SLC12A4	transporter|cation transporter	1
NDUFA6	oxidoreductase|dehydrogenase	1
SLC12A5	transporter|cation transporter	1
MMAA	isomerase|mutase	1
NDUFA5	oxidoreductase	1
NDUFA4	oxidoreductase	1
NDUFA3	oxidoreductase|dehydrogenase	1
NDUFA2	oxidoreductase	1
SLC12A1	transporter|cation transporter	12
NDUFA1	oxidoreductase|dehydrogenase	1
CTNS	transporter|amino acid transporter	1
RPL23A	nucleic acid binding|RNA binding protein|ribosomal protein	2
MERTK	transferase|kinase|protein kinase|receptor tyrosine protein kinase	3
DHODH	oxidoreductase|dehydrogenase	6
PC	ligase	1
TMLHE	oxidoreductase|hydroxylase	2
PTPN6	hydrolase|phosphatase|protein phosphatase	1
P4HB	oxidoreductase|oxygenase	1
PTPN4	hydrolase|phosphatase|protein phosphatase	1
PTPN2	hydrolase|phosphatase|protein phosphatase	1
PREP	hydrolase|protease|serine protease	3
KEAP1	other	1
TXNDC12	oxidoreductase|reductase	1
AADACL2	hydrolase|lipase	1
OGFOD1	transferase	1
OGFOD2	nucleic acid binding|RNA binding protein	1
IL12A	signaling molecule|cytokine|interleukin superfamily	1
EPHB4	transferase|kinase|protein kinase|receptor tyrosine protein kinase	2
SCN1B	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	2
SCN1A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	24
ACVR1	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	4
ENTPD3	hydrolase|phosphatase|nucleotide phosphatase	1
PHYKPL	transferase|transaminase	2
MIF	signaling molecule|cytokine	3
ASRGL1	hydrolase|protease	1
GCAT	transferase	2
EPHA1	transferase|kinase|protein kinase|receptor tyrosine protein kinase	1
EPHA2	transferase|kinase|protein kinase|receptor tyrosine protein kinase	3
L3MBTL1	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	1
GCDH	oxidoreductase|oxidase	1
L3MBTL3	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	1
PIK3R3	enzyme modulator|kinase modulator	1
PIK3R2	enzyme modulator|kinase modulator	1
MST1R	transferase|kinase|protein kinase|receptor tyrosine protein kinase	2
PIK3R1	enzyme modulator|kinase modulator	3
ATP5B	transporter|cation transporter|ATP synthase	2
APH1B	enzyme modulator	1
SI	hydrolase|glucosidase	3
ATP5D	transporter|cation transporter|ATP synthase	5
A2M	enzyme modulator|protease inhibitor|serine protease inhibitor	1
SCN3B	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	2
SCN3A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	20
CCR1	hydrolase|phosphatase|protein phosphatase	1
CTSA	hydrolase|protease|serine protease	2
CELA1	hydrolase|protease|serine protease	2
PAICS	ligase	1
ATP4B	transporter|cation transporter|ATP synthase	2
ATP4A	transporter|ion channel	7
TH	oxidoreductase|hydroxylase	3
CALM1	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	18
SCN2A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	19
AARS	nucleic acid binding|RNA binding protein	1
SCN2B	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	2
PTPRS	hydrolase|phosphatase|protein phosphatase	2
PTGDR2	receptor|G-protein coupled receptor	9
AKR1B1	oxidoreductase|reductase	13
CTSV	hydrolase|protease|cysteine protease	1
IDE	hydrolase|protease|metalloprotease	1
KIF11	cytoskeletal protein|microtubule family cytoskeletal protein|microtubule binding motor protein	5
SLC7A11	transporter|amino acid transporter	5
CTSS	hydrolase|protease|cysteine protease	1
SPTLC1	transferase|transaminase	1
SPTLC2	transferase|transaminase	1
CTSL	hydrolase|protease|cysteine protease	4
SPTLC3	transferase|transaminase	1
CTSK	hydrolase|protease|cysteine protease	4
HNF4A	transcription factor|nuclear hormone receptor	1
CTSG	hydrolase|protease|serine protease	2
ACADM	oxidoreductase|oxidase	1
CTSF	hydrolase|protease|cysteine protease	1
CCR5	hydrolase|phosphatase|protein phosphatase	2
ACADS	oxidoreductase|oxidase	2
CCR4	hydrolase|phosphatase|protein phosphatase	1
CTSD	hydrolase|protease|aspartic protease	2
AASS	oxidoreductase|dehydrogenase	2
CCR2	hydrolase|phosphatase|protein phosphatase	4
CTSB	hydrolase|protease|cysteine protease	3
ACAD8	oxidoreductase|oxidase	1
NCOA1	transferase|acetyltransferase	3
VKORC1	oxidoreductase	6
NCOA2	transcription factor|transcription cofactor	3
WARS	ligase|aminoacyl-tRNA synthetase	1
MME	hydrolase|protease|metalloprotease	4
AKR1A1	oxidoreductase|reductase	3
HBA1	transfer/carrier protein	2
NR5A1	transcription factor|nuclear hormone receptor	1
ANO1	transporter|ion channel|calcium-activated chloride channel	7
AKR1D1	oxidoreductase|reductase	2
DOT1L	transferase|methyltransferase	2
XIAP	enzyme modulator|protease inhibitor	5
PRKX	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
RXRB	transcription factor|nuclear hormone receptor	8
PAK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	2
PGRMC1	signaling molecule	3
RXRA	transcription factor|nuclear hormone receptor	8
PAK7	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
PAK6	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
RXRG	transcription factor|nuclear hormone receptor	6
CD55	hydrolase|protease|serine protease	1
PAK4	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	2
AKR1C1	oxidoreductase|reductase	4
GCGR	defense/immunity protein|antibacterial response protein	2
AKR1C3	oxidoreductase|reductase	7
AKR1C2	oxidoreductase|reductase	1
AKR1C4	oxidoreductase|reductase	1
ALDH4A1	oxidoreductase|dehydrogenase	1
FKBP1A	calcium-binding protein	3
STK17A	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
STK17B	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
RAMP1	receptor	2
IL17A	signaling molecule|cytokine|interleukin superfamily	2
ACAA2	transferase|acetyltransferase	1
TRAC	defense/immunity protein|immunoglobulin receptor superfamily	1
IHH	signaling molecule	1
MPL	receptor|cytokine receptor|type I cytokine receptor	1
MPO	oxidoreductase|peroxidase	5
NPPB	signaling molecule|peptide hormone	1
RGS4	enzyme modulator|G-protein modulator	1
CCND1	enzyme modulator|kinase modulator|kinase activator	2
SCN9A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	20
EP300	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	4
GGT1	transferase|acyltransferase	1
RGS8	enzyme modulator|G-protein modulator	1
PDGFRB	transferase|kinase|protein kinase|receptor tyrosine protein kinase	26
PDGFRA	transferase|kinase|protein kinase|receptor tyrosine protein kinase	21
G6PD	oxidoreductase|dehydrogenase	2
HBE1	transfer/carrier protein	1
CYBB	oxidoreductase|oxidase	1
CYBA	oxidoreductase|oxidase	1
MAT1A	transferase|nucleotidyltransferase	1
PRLR	receptor|cytokine receptor|type I cytokine receptor	1
ERN1	transferase|kinase|protein kinase	1
SCN8A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	18
GPD1	oxidoreductase|dehydrogenase	1
DPEP1	hydrolase|protease|metalloprotease	2
CALCA	signaling molecule|peptide hormone	3
NPR1	lyase|cyclase|guanylate cyclase	1
CHAT	transferase|acyltransferase	1
SLC1A1	transporter|cation transporter	3
PROZ	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	1
SLC1A2	transporter|cation transporter	5
SLC1A3	transporter|cation transporter	2
SLC1A4	transporter|cation transporter	1
PSEN1	hydrolase|protease|aspartic protease	4
SLC1A6	transporter|cation transporter	2
ACACB	ligase	4
SLC1A7	transporter|cation transporter	2
ACACA	ligase	2
HCAR2	receptor|G-protein coupled receptor	5
HCAR3	receptor|G-protein coupled receptor	4
CCNB1	enzyme modulator|kinase modulator|kinase activator	2
EBP	isomerase	1
CALCR	defense/immunity protein|antibacterial response protein	1
HCAR1	receptor|G-protein coupled receptor	3
CYP11A1	oxidoreductase|oxygenase	2
NDUFV3	oxidoreductase	1
NDUFV2	oxidoreductase|dehydrogenase	1
TAC1	signaling molecule|peptide hormone|neuropeptide	1
NDUFV1	oxidoreductase|dehydrogenase	1
FDPS	transferase|acyltransferase	7
PRNP	calcium-binding protein|annexin	1
HBG1	transfer/carrier protein	1
VDR	transcription factor|nuclear hormone receptor	15
SLC52A2	receptor|G-protein coupled receptor	2
CLK4	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	2
CLK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
QDPR	oxidoreductase|dehydrogenase	1
IL3	signaling molecule|cytokine|interleukin superfamily	1
GCLC	ligase	1
IL6	signaling molecule|cytokine|interleukin superfamily	1
BMP1	signaling molecule|growth factor	2
IL5	signaling molecule|cytokine|interleukin superfamily	1
PROC	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	2
CPS1	transferase	1
CYP11B2	oxidoreductase|oxygenase	1
CYP11B1	oxidoreductase|oxygenase	4
CYCS	oxidoreductase|oxidase	2
GCLM	ligase	2
GSK3B	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	31
GSK3A	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	7
ATP2A2	transporter|ion channel	1
ATP2A1	transporter|ion channel	2
MTR	lyase|decarboxylase	1
CHD1	nucleic acid binding|DNA binding protein|DNA helicase	1
CPT2	transferase|acyltransferase	1
GPER1	receptor|G-protein coupled receptor	5
IGLC1	defense/immunity protein|immunoglobulin receptor superfamily	1
SCN5A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	40
MMP7	hydrolase|protease|metalloprotease	1
MMP1	hydrolase|protease|metalloprotease	4
MMP2	hydrolase|protease|metalloprotease	9
MMP3	hydrolase|protease|metalloprotease	4
DARS2	ligase|aminoacyl-tRNA synthetase	1
PLA2G4A	hydrolase|lipase|phospholipase	4
GLRX2	oxidoreductase	1
SSTR1	receptor|G-protein coupled receptor	2
MMP8	hydrolase|protease|metalloprotease	4
SSTR2	receptor|G-protein coupled receptor	2
MMP9	hydrolase|protease|metalloprotease	7
MUT	isomerase|mutase	1
SSTR3	receptor|G-protein coupled receptor	2
SSTR5	receptor|G-protein coupled receptor	2
CCNA2	enzyme modulator|kinase modulator|kinase activator	3
CREB1	transcription factor|basic leucine zipper transcription factor|CREB transcription factor	2
NDUFS8	oxidoreductase|dehydrogenase	1
IRF3	transcription factor	1
NDUFS7	oxidoreductase|dehydrogenase	1
NDUFS6	oxidoreductase	1
NDUFS5	oxidoreductase|dehydrogenase	1
NDUFS4	oxidoreductase|dehydrogenase	1
NDUFS3	oxidoreductase|dehydrogenase	1
BLVRB	oxidoreductase|reductase	3
NDUFS2	oxidoreductase|dehydrogenase	1
NDUFS1	oxidoreductase|dehydrogenase	1
SCN4A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	25
SCN4B	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	2
BLVRA	oxidoreductase|dehydrogenase	2
PLA2G1B	hydrolase|lipase|phospholipase	16
HMGCR	oxidoreductase|reductase	14
ACVR1B	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	1
ATP2C1	transporter|ion channel	5
CLCN3	transporter|ion channel|voltage-gated anion channel|chloride channel	1
AURKC	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	9
CLCN2	transporter|ion channel|anion channel	3
AURKB	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	21
CLCN1	transporter|ion channel|anion channel	3
AURKA	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	22
INS	signaling molecule|peptide hormone	2
ACVR1C	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	1
