gene	tree	count
MAT2A	transferase|nucleotidyltransferase	1
TNKS2	transferase|nucleotidyltransferase	3
SCN7A	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	18
TAS1R2	transporter|ion channel|ligand-gated ion channel|ionotropic glutamate receptor	1
PLA2G2E	hydrolase|lipase|phospholipase	5
EGF	extracellular matrix protein|extracellular matrix glycoprotein	1
PLA2G2A	hydrolase|lipase|phospholipase	6
MAPK14	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	31
S100B	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	1
SOD2	oxidoreductase	2
MAPK12	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	10
MAPK13	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
SOD1	oxidoreductase	2
CLCN7	transporter|ion channel|voltage-gated anion channel|chloride channel	1
MAPK10	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	3
MAPK11	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	15
S100P	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	1
RPL26L1	nucleic acid binding|RNA binding protein|ribosomal protein	2
RPL3	nucleic acid binding|RNA binding protein|ribosomal protein	4
GLDC	oxidoreductase|dehydrogenase	2
SERPINE1	enzyme modulator|protease inhibitor|serine protease inhibitor	1
ABAT	transferase|transaminase	9
STMN4	other	1
RPL8	nucleic acid binding|RNA binding protein|ribosomal protein	2
GCSH	transferase|methyltransferase	1
MYC	transcription factor|basic helix-loop-helix transcription factor	1
FDXR	oxidoreductase|dehydrogenase	1
CYP1B1	oxidoreductase|oxygenase	7
RPL37	nucleic acid binding|RNA binding protein|ribosomal protein	2
EARS2	ligase	1
SULT2A1	transferase	1
RPL23	nucleic acid binding|RNA binding protein|ribosomal protein	2
DAPK3	transferase|kinase|protein kinase|receptor serine/threonine protein kinase	1
PASK	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	1
TRHR	receptor|G-protein coupled receptor	2
NISCH	enzyme modulator	3
SULT2B1	transferase	3
FDX1	oxidoreductase|reductase	1
TYRO3	transferase|kinase|protein kinase|receptor tyrosine protein kinase	1
HPRT1	isomerase|mutase	3
ENPEP	hydrolase|protease|metalloprotease	1
HIF1A	transcription factor|basic helix-loop-helix transcription factor	6
PRDX2	oxidoreductase|peroxidase	1
PRDX5	oxidoreductase|peroxidase	3
PPP3R2	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	2
TERT	nucleic acid binding|RNA binding protein|reverse transcriptase	2
PLCG2	enzyme modulator|G-protein modulator|guanyl-nucleotide exchange factor	1
PNPO	oxidoreductase|oxidase	2
S100A13	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	2
SLC19A3	transporter	1
S100A12	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	2
PLCG1	enzyme modulator|G-protein modulator|guanyl-nucleotide exchange factor	1
ELANE	hydrolase|protease|serine protease	4
SLC19A1	transporter	1
SLC19A2	transporter	1
ACE	hydrolase|protease|metalloprotease	23
MTHFR	lyase|decarboxylase	1
BRAF	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	13
CDC7	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
SLC6A5	transporter|cation transporter	2
GLUD1	oxidoreductase|dehydrogenase	3
GLUD2	oxidoreductase|dehydrogenase	2
SLC6A8	transporter|cation transporter	1
SLC6A9	transporter|cation transporter	5
CYP1A2	oxidoreductase|oxygenase	11
CYP1A1	oxidoreductase|oxygenase	2
OGDH	oxidoreductase|dehydrogenase	2
CHRFAM7A	transporter|ion channel|ligand-gated ion channel|GABA receptor	4
REN	hydrolase|protease|aspartic protease	3
ADA	hydrolase|deaminase	5
CDK15	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
RET	transferase|kinase|protein kinase|receptor tyrosine protein kinase	15
ITK	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	1
ELN	extracellular matrix protein|extracellular matrix structural protein	1
ADK	transferase|kinase|nucleotide kinase	3
SERPINA6	enzyme modulator|protease inhibitor|serine protease inhibitor	12
SLC6A1	transporter|cation transporter	6
PFAS	ligase	1
SLC6A2	transporter|cation transporter	54
SLC6A3	transporter|cation transporter	40
SLC6A4	transporter|cation transporter	54
IMPA1	hydrolase|phosphatase	1
RFK	transferase|kinase	2
BRD3	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	5
SERPINB3	enzyme modulator|protease inhibitor|serine protease inhibitor	2
BRD2	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	4
ANXA1	calcium-binding protein|annexin	8
TNNC1	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	5
ANXA5	calcium-binding protein|annexin	1
TNNC2	calcium-binding protein|intracellular calcium-sensing protein|calmodulin	1
TACR2	receptor|G-protein coupled receptor	4
TACR3	receptor|G-protein coupled receptor	3
TACR1	receptor|G-protein coupled receptor	8
BAAT	transferase|acyltransferase	1
BACE1	hydrolase|protease|aspartic protease	6
PLCB3	enzyme modulator|G-protein modulator|guanyl-nucleotide exchange factor	1
IVD	oxidoreductase|oxidase	1
PLCB2	enzyme modulator|G-protein modulator|guanyl-nucleotide exchange factor	1
NPSR1	receptor|G-protein coupled receptor	1
SERPINC1	enzyme modulator|protease inhibitor|serine protease inhibitor	1
RPL11	nucleic acid binding|RNA binding protein|ribosomal protein	2
CHRND	transporter|ion channel|ligand-gated ion channel|acetylcholine receptor	1
CHRNG	transporter|ion channel|ligand-gated ion channel|acetylcholine receptor	1
ASNA1	hydrolase|phosphatase|nucleotide phosphatase	1
CHRNE	transporter|ion channel|ligand-gated ion channel|acetylcholine receptor	1
RHO	receptor|G-protein coupled receptor	3
RPL15	nucleic acid binding|RNA binding protein|ribosomal protein	2
RPS2	nucleic acid binding|RNA binding protein|ribosomal protein	1
BRD4	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	8
RPL19	nucleic acid binding|RNA binding protein|ribosomal protein	2
AOC3	oxidoreductase|oxidase	2
AOC1	oxidoreductase|oxidase	2
F10	hydrolase|protease|serine protease	6
SERPIND1	enzyme modulator|protease inhibitor|serine protease inhibitor	1
F12	hydrolase|protease|serine protease	1
GPR143	receptor|G-protein coupled receptor	1
PLCD1	enzyme modulator|G-protein modulator|guanyl-nucleotide exchange factor	1
BRDT	nucleic acid binding|DNA binding protein|chromatin/chromatin-binding protein	1
HSPA1A	chaperone|Hsp70 family chaperone	2
CHRM2	receptor|G-protein coupled receptor	89
CHRM3	receptor|G-protein coupled receptor	89
CHRM1	receptor|G-protein coupled receptor	106
CHRM4	receptor|G-protein coupled receptor	65
DGKA	transferase|kinase	2
CHRM5	receptor|G-protein coupled receptor	49
ITGA2B	extracellular matrix protein|extracellular matrix glycoprotein	5
AHR	transcription factor|basic helix-loop-helix transcription factor	9
EPX	oxidoreductase|peroxidase	1
TUBB8	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	3
CDH5	cell adhesion molecule|cadherin	2
TUBB6	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	3
CDH2	cell adhesion molecule|cadherin	1
NAGLU	transferase|kinase|glucosamine kinase	2
TUBB3	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	5
TUBB1	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	8
LHCGR	extracellular matrix protein	1
SLC15A1	transporter	2
SLC15A2	transporter	2
GPT2	transferase|transaminase	4
F2R	receptor|G-protein coupled receptor	1
ALPPL2	hydrolase|phosphatase	2
CACNB1	transporter|ion channel|calcium channel|voltage-gated calcium channel	10
CACNB2	transporter|ion channel|calcium channel|voltage-gated calcium channel	16
CACNB3	transporter|ion channel|calcium channel|voltage-gated calcium channel	8
CACNB4	transporter|ion channel|calcium channel|voltage-gated calcium channel	8
MELK	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
GAPDHS	oxidoreductase|dehydrogenase	1
CSF1R	transferase|kinase|protein kinase|receptor tyrosine protein kinase	12
DNMT1	transferase|methyltransferase|DNA methyltransferase	10
CALCRL	defense/immunity protein|antibacterial response protein	4
FECH	lyase|ferrochelatase	2
GPR119	receptor|G-protein coupled receptor	8
TNKS	transferase|nucleotidyltransferase	3
GLO1	lyase|glyoxalase	6
ASMT	transferase|methyltransferase	1
ITPR1	transporter|ion channel|ligand-gated ion channel	2
ITPR2	transporter|ion channel|ligand-gated ion channel	1
ITPR3	transporter|ion channel|ligand-gated ion channel	1
TBXA2R	receptor|G-protein coupled receptor	8
ESD	hydrolase|esterase	1
ABL1	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	17
ABL2	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	2
UGT3A1	transferase|glycosyltransferase	2
SLC15A3	transporter	1
SLC15A4	transporter	1
ESRRA	transcription factor|nuclear hormone receptor	4
TNK2	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	2
ESRRB	transcription factor|nuclear hormone receptor	5
ASNS	ligase	3
ESRRG	transcription factor|nuclear hormone receptor	7
CDK9	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	8
CDK8	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
CDK7	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	8
CDK6	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	9
LSM6	nucleic acid binding|RNA binding protein|mRNA processing factor|mRNA splicing factor	1
CDK5	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	13
CDK4	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	14
ALB	transfer/carrier protein	5
CDK2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	26
CDK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	22
SPIRE2	cytoskeletal protein|actin family cytoskeletal protein	1
DHCR7	oxidoreductase|reductase	1
IARS	ligase|aminoacyl-tRNA synthetase	1
EIF4G1	nucleic acid binding|RNA binding protein|translation factor|translation initiation factor	1
TUBA8	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	2
ALK	transferase|kinase|protein kinase|receptor tyrosine protein kinase	10
DAGLA	hydrolase|lipase	2
GADL1	lyase|decarboxylase	1
ADRA1D	receptor|G-protein coupled receptor	62
ADRA1B	receptor|G-protein coupled receptor	72
NAGPA	signaling molecule|membrane-bound signaling molecule	1
ADRA1A	receptor|G-protein coupled receptor	116
TREM1	defense/immunity protein|antibacterial response protein	1
GM2A	transfer/carrier protein	1
DNMT3B	transferase|methyltransferase|DNA methyltransferase	3
CNGA3	transporter|ion channel|potassium channel|voltage-gated potassium channel	1
HIF1AN	transcription factor|basic helix-loop-helix transcription factor	1
SLC37A4	transporter|cation transporter	1
GPX2	oxidoreductase|peroxidase	1
GPX1	oxidoreductase|peroxidase	1
CHUK	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	6
GPX4	oxidoreductase|peroxidase	1
GPX3	oxidoreductase|peroxidase	1
GPX6	oxidoreductase|peroxidase	1
DNMT3A	transferase|methyltransferase|DNA methyltransferase	3
GPX5	oxidoreductase|peroxidase	1
AMT	oxidoreductase|oxidase	2
GPX8	oxidoreductase|peroxidase	1
SORD	oxidoreductase|dehydrogenase	2
GPX7	oxidoreductase|peroxidase	1
ADRA2C	receptor|G-protein coupled receptor	63
NGF	signaling molecule|growth factor|neurotrophic factor	2
ADRA2B	receptor|G-protein coupled receptor	65
ADRA2A	receptor|G-protein coupled receptor	83
ASPH	oxidoreductase|hydroxylase	2
ANG	nucleic acid binding|nuclease|endoribonuclease	2
DAGLB	hydrolase|lipase	2
ASPA	hydrolase|esterase	1
ACSS2	oxidoreductase|dehydrogenase	2
GLS2	hydrolase	1
GLRX	oxidoreductase	1
CACNG7	transporter|ion channel|calcium channel|voltage-gated calcium channel	3
CACNG8	transporter|ion channel|calcium channel|voltage-gated calcium channel	3
CACNG1	transporter|ion channel|calcium channel|voltage-gated calcium channel	8
ACSS1	oxidoreductase|dehydrogenase	2
CACNG2	transporter|ion channel|calcium channel|voltage-gated calcium channel	3
CACNG3	transporter|ion channel|calcium channel|voltage-gated calcium channel	3
CACNG4	transporter|ion channel|calcium channel|voltage-gated calcium channel	3
CACNG5	transporter|ion channel|calcium channel|voltage-gated calcium channel	3
KCNJ10	transporter|ion channel|potassium channel|voltage-gated potassium channel	10
KCNJ11	transporter|ion channel|potassium channel|voltage-gated potassium channel	17
CMA1	hydrolase|protease|serine protease	2
KCNJ12	transporter|ion channel|potassium channel|voltage-gated potassium channel	2
KCNJ13	transporter|ion channel|potassium channel|voltage-gated potassium channel	1
PLCL1	enzyme modulator|G-protein modulator|guanyl-nucleotide exchange factor	1
TXNRD1	oxidoreductase|oxidase	4
KCNJ14	transporter|ion channel|potassium channel|voltage-gated potassium channel	1
KCNJ15	transporter|ion channel|potassium channel|voltage-gated potassium channel	1
PTPN11	hydrolase|phosphatase|protein phosphatase	1
CDC42BPA	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
ASS1	ligase	4
RAD51	nucleic acid binding|DNA binding protein|DNA strand-pairing protein	1
GLRB	transporter|ion channel|ligand-gated ion channel|acetylcholine receptor	17
IMPDH1	oxidoreductase|dehydrogenase	11
IMPDH2	oxidoreductase|dehydrogenase	8
FOLR3	transporter|ATP-binding cassette (ABC) transporter	1
CDO1	oxidoreductase|oxygenase	1
FOLR2	transporter|ATP-binding cassette (ABC) transporter	1
MMACHC	isomerase|mutase	1
METAP2	hydrolase|protease|metalloprotease	5
APP	signaling molecule	7
FAAH	transferase	10
OXTR	receptor|G-protein coupled receptor	6
SLC46A1	transporter|carbohydrate transporter	4
PKD2L1	transporter|ion channel	4
EDNRA	receptor|G-protein coupled receptor	11
EDNRB	receptor|G-protein coupled receptor	5
CHEK2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	4
CHEK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	16
B2M	defense/immunity protein|major histocompatibility complex antigen	1
GLUL	ligase	2
PTGDR	receptor|G-protein coupled receptor	7
MCCC2	ligase	1
UTS2R	receptor|G-protein coupled receptor	3
ACSL1	ligase	2
MCCC1	ligase	1
SLC6A13	transporter|cation transporter	1
SLC6A12	transporter|cation transporter	2
ACSL4	ligase	3
SLC6A11	transporter|cation transporter	1
ACSL3	ligase	1
CHIT1	hydrolase|glycosidase	1
AFG3L2	hydrolase|protease|metalloprotease	1
VDAC2	transporter|ion channel|anion channel	1
ALDH7A1	oxidoreductase|dehydrogenase	1
PTGES	isomerase	1
PTGFR	receptor|G-protein coupled receptor	7
MAOB	transferase|methyltransferase|DNA methyltransferase	30
PDE1C	hydrolase|phosphodiesterase	4
MAOA	transferase|methyltransferase|DNA methyltransferase	31
PDE1B	hydrolase|phosphodiesterase	6
MGST3	transferase	1
PDE1A	hydrolase|phosphodiesterase	9
MGST1	transferase|glutathione transferase	1
MGST2	transferase	1
CYP27B1	oxidoreductase|oxygenase	1
NUAK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
SGPL1	lyase|decarboxylase	1
NUAK2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
MAP2	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	4
INPP5D	hydrolase|phosphatase	1
ASL	lyase	1
MAP4	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	2
NTSR2	receptor|G-protein coupled receptor	1
SRPK2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	3
INSR	transferase|kinase|protein kinase|receptor tyrosine protein kinase	7
PDE2A	hydrolase|phosphodiesterase	4
ACADSB	oxidoreductase|oxidase	2
ALOX15B	oxidoreductase|oxygenase	1
PARP15	nucleic acid binding	1
SRPK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
AKR1B10	oxidoreductase|reductase	1
PDE3A	hydrolase|phosphodiesterase	16
ATM	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	5
ALDH18A1	transferase|kinase|amino acid kinase	1
ATR	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	6
ACVRL1	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	2
RYR1	transporter|ion channel|ligand-gated ion channel	6
RYR2	transporter|ion channel|ligand-gated ion channel	4
ERO1LB	oxidoreductase	1
RDH8	oxidoreductase|dehydrogenase	1
PPCDC	lyase|decarboxylase	1
RYR3	transporter|ion channel|ligand-gated ion channel	3
HINT1	hydrolase|phosphatase|nucleotide phosphatase	1
CCKAR	receptor|G-protein coupled receptor	5
NNT	oxidoreductase|dehydrogenase	1
FFAR4	receptor|G-protein coupled receptor	3
FFAR3	receptor|G-protein coupled receptor	2
FFAR2	receptor|G-protein coupled receptor	2
DLAT	transferase|acyltransferase	1
FFAR1	receptor|G-protein coupled receptor	8
AVPR1B	receptor|G-protein coupled receptor	7
CAMLG	calcium-binding protein|intracellular calcium-sensing protein	2
INSRR	transferase|kinase|protein kinase|receptor tyrosine protein kinase	1
AVPR1A	receptor|G-protein coupled receptor	10
TUBG1	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	1
UCHL5	hydrolase|protease|cysteine protease	1
ADRB3	receptor|G-protein coupled receptor	32
CCKBR	receptor|G-protein coupled receptor	6
MMP23A	hydrolase|protease|metalloprotease	1
RDH5	oxidoreductase|dehydrogenase	2
TFF2	signaling molecule|peptide hormone	1
SGK3	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
MAPT	cytoskeletal protein|microtubule family cytoskeletal protein|microtubule binding motor protein	2
SGK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	9
SGK2	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
OPRD1	receptor|G-protein coupled receptor	31
CXCR4	hydrolase|phosphatase|protein phosphatase	4
TUBD1	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	1
HRSP12	nucleic acid binding|RNA binding protein|translation factor|translation initiation inhibitor	1
CXCR1	hydrolase|phosphatase|protein phosphatase	4
CXCR3	hydrolase|phosphatase|protein phosphatase	2
CXCR2	hydrolase|phosphatase|protein phosphatase	5
MAP4K5	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	1
CA12	lyase|dehydratase	28
CA11	lyase|dehydratase	1
NQO1	oxidoreductase|dehydrogenase	3
CA10	lyase|dehydratase	1
NQO2	oxidoreductase|dehydrogenase	7
KRT12	cytoskeletal protein|intermediate filament	1
TUBE1	cytoskeletal protein|microtubule family cytoskeletal protein|tubulin	1
AXL	transfer/carrier protein	3
CTNNB1	cell adhesion molecule	3
CDK5R1	enzyme modulator|kinase modulator|kinase activator	1
AMY2A	hydrolase|amylase	2
AMY2B	hydrolase|amylase	2
CCBL2	transferase|transaminase	2
NPY2R	receptor|G-protein coupled receptor	2
CCBL1	transferase|transaminase	2
EFTUD1	nucleic acid binding|RNA binding protein|translation factor|translation initiation factor	1
PDE8B	hydrolase|phosphodiesterase	4
PDE8A	hydrolase|phosphodiesterase	4
CA14	lyase|dehydratase	18
CA13	lyase|dehydratase	2
GHSR	receptor|G-protein coupled receptor	3
AMY1A	hydrolase|amylase	1
NPY1R	receptor|G-protein coupled receptor	2
ALDH3A2	oxidoreductase|dehydrogenase	1
KCTD8	enzyme modulator	5
ALDH3A1	oxidoreductase|dehydrogenase	1
PHOSPHO1	hydrolase	1
FOLH1	receptor	3
CMPK1	transferase|kinase|nucleotide kinase	2
ABCG1	transporter|ATP-binding cassette (ABC) transporter	1
PDE9A	hydrolase|phosphodiesterase	5
ABCG2	transporter|ATP-binding cassette (ABC) transporter	1
ATP6V1A	transporter|cation transporter|ATP synthase	3
H6PD	oxidoreductase|dehydrogenase	1
SUCNR1	receptor|G-protein coupled receptor	1
ADRB1	receptor|G-protein coupled receptor	68
CSF2RB	receptor|cytokine receptor|type I cytokine receptor	1
ADRB2	receptor|G-protein coupled receptor	76
ADIPOR1	receptor	1
STK4	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
ADIPOR2	receptor	2
AGER	cell adhesion molecule|immunoglobulin superfamily cell adhesion molecule	1
COX7A1	oxidoreductase|oxidase	1
NALCN	transporter|ion channel|voltage-gated ion channel|voltage-gated sodium channel	1
DPP4	hydrolase|protease|serine protease	11
ALDH3B2	oxidoreductase|dehydrogenase	1
MAN2A1	hydrolase|glycosidase	3
ALDH3B1	oxidoreductase|dehydrogenase	1
RIPK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
ASIC2	transporter|ion channel	2
ASIC3	transporter|ion channel	6
MARK3	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
ASIC1	transporter|ion channel	7
MARK1	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	2
SMAD2	transcription factor	1
HSPA8	chaperone|Hsp70 family chaperone	1
TGFB1	signaling molecule|growth factor	1
HSPA5	chaperone|Hsp70 family chaperone	1
AZIN2	lyase|decarboxylase	2
ESR1	transcription factor|nuclear hormone receptor	50
ESR2	transcription factor|nuclear hormone receptor	31
NFKBIA	hydrolase|lipase|phospholipase	2
DLG4	transmembrane receptor regulatory/adaptor protein	2
B4GALT2	transferase|glycosyltransferase	1
B4GALT3	transferase|glycosyltransferase	1
B4GALT1	transferase|glycosyltransferase	1
CXCL8	signaling molecule|cytokine|chemokine	1
PDE3B	hydrolase|phosphodiesterase	8
SLC2A1	transporter|carbohydrate transporter	1
HSPB1	chaperone	1
SLC2A2	transporter|carbohydrate transporter	2
SLC2A3	transporter|carbohydrate transporter	1
SLC2A4	transporter|carbohydrate transporter	1
PKD2	transporter|ion channel	2
CXCL2	signaling molecule|cytokine|chemokine	1
POLB	nucleic acid binding|DNA binding protein|DNA-directed DNA polymerase	1
ALDH2	oxidoreductase|dehydrogenase	4
CA5B	lyase|dehydratase	3
CA5A	lyase|dehydratase	4
KYNU	hydrolase	2
BDKRB2	receptor|G-protein coupled receptor	2
PDE4B	hydrolase|phosphodiesterase	21
AOX1	oxidoreductase|oxidase	1
PDE4A	hydrolase|phosphodiesterase	23
POLE	nucleic acid binding|DNA binding protein|DNA-directed DNA polymerase	4
HIBCH	isomerase|epimerase/racemase	1
FGB	signaling molecule	1
FGA	signaling molecule	1
ABCC1	transporter|ATP-binding cassette (ABC) transporter	2
PTGIR	receptor|G-protein coupled receptor	5
ABCC2	transporter|ATP-binding cassette (ABC) transporter	2
CAMK1D	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
PTGIS	isomerase	2
NPY5R	receptor|G-protein coupled receptor	4
ABCC8	transporter|ATP-binding cassette (ABC) transporter	14
MRGPRX1	receptor|G-protein coupled receptor	1
PDE4D	hydrolase|phosphodiesterase	19
FGG	signaling molecule	1
PDE4C	hydrolase|phosphodiesterase	15
ABCC9	transporter|ATP-binding cassette (ABC) transporter	4
CTPS1	ligase	3
OPRM1	receptor|G-protein coupled receptor	33
SENP2	hydrolase|protease	1
TGFBR1	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	10
TGFBR2	transferase|kinase|protein kinase|serine/threonine protein kinase receptor	1
FGR	transferase|kinase|protein kinase|non-receptor tyrosine protein kinase	3
IFNG	signaling molecule|cytokine|interferon superfamily	4
EHHADH	oxidoreductase|dehydrogenase	1
KCNA10	transporter|ion channel|potassium channel|voltage-gated potassium channel	4
PDE5A	hydrolase|phosphodiesterase	18
B4GALT4	transferase|glycosyltransferase	1
HCN4	transporter|ion channel|potassium channel|voltage-gated potassium channel	3
HCN3	transporter|ion channel|potassium channel|voltage-gated potassium channel	3
USP14	hydrolase|protease|cysteine protease	3
HPGD	oxidoreductase|dehydrogenase	2
PON1	hydrolase|esterase	1
OPRL1	receptor|G-protein coupled receptor	6
LTC4S	transferase	1
ACAN	extracellular matrix protein|extracellular matrix glycoprotein	1
ERBB3	transferase|kinase|protein kinase|receptor tyrosine protein kinase	3
ERBB4	transferase|kinase|protein kinase|receptor tyrosine protein kinase	7
ERBB2	transferase|kinase|protein kinase|receptor tyrosine protein kinase	26
PDE6D	hydrolase|phosphodiesterase	2
S1PR1	receptor|G-protein coupled receptor	2
PDE6C	hydrolase|phosphodiesterase	3
PDE6B	hydrolase|phosphodiesterase	3
PDE6A	hydrolase|phosphodiesterase	3
S1PR2	receptor|G-protein coupled receptor	1
CDIPT	transferase	1
S1PR5	receptor|G-protein coupled receptor	1
CAMK2G	transferase|kinase|protein kinase|non-receptor serine/threonine protein kinase	1
PDE6H	hydrolase|esterase	4
PDE6G	hydrolase|esterase	4
B3GAT1	transferase|glycosyltransferase	1
OPRK1	receptor|G-protein coupled receptor	38
POMC	signaling molecule|peptide hormone|neuropeptide	1
SCD	oxidoreductase|oxidase	2
ALOX5AP	transferase	1
BAX	signaling molecule	2
PDE7B	hydrolase|phosphodiesterase	6
SCLY	lyase	1
PDE7A	hydrolase|phosphodiesterase	6
HCN2	transporter|ion channel|potassium channel|voltage-gated potassium channel	3
HCN1	transporter|ion channel|potassium channel|voltage-gated potassium channel	3
